GEOID,dac_status,nearest_sta_miles,second_nearest_sta_miles,stas_05mi,stas_10mi,stas_20mi,stas_55mi,stations,bg_sta1d,bg_sta2d
060133551131,not DAC status,5.273926879465744,17.482824312173253,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133551132,not DAC status,4.972046280920095,17.180943713627606,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133551133,not DAC status,6.535322177506547,18.744219610214056,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133551141,not DAC status,4.723605358157896,16.932502790865406,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133551142,not DAC status,5.425719786018593,17.634617218726103,0,1,3,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133551143,not DAC status,2.978219492957154,15.089803777911888,1,1,3,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133551151,not DAC status,3.9735445743727604,16.083308647543035,1,1,2,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133551161,not DAC status,4.761151828302094,16.87091590147237,1,1,2,16,19,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133551171,not DAC status,5.572933802749165,16.40590559925923,0,1,2,16,19,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133552001,not DAC status,4.711456493037437,19.578267063442702,1,1,2,12,20,Nearest station within 5 miles,Second-nearest station 10-20 miles away
060133552002,not DAC status,9.152591089187197,23.645786667878266,0,1,1,10,20,Nearest station 5-10 miles away,Second-nearest station 20-55 miles away
060133553011,not DAC status,6.937901411454707,18.025629250084034,0,1,2,13,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133553012,not DAC status,7.31343954137369,18.401167380003017,0,1,2,12,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133553013,not DAC status,7.027664268014058,18.818329979957777,0,1,2,12,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133553014,not DAC status,7.914807700577669,19.002535539206995,0,1,2,12,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133553021,not DAC status,5.676883109427801,14.753912972859325,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133553022,not DAC status,6.2091567516485116,15.044925468324541,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133553023,not DAC status,5.989707632100254,15.081540224722822,0,1,4,16,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133553041,not DAC status,8.672193157153108,20.477964694574005,0,1,1,12,20,Nearest station 5-10 miles away,Second-nearest station 20-55 miles away
060133553042,not DAC status,8.557648038535177,20.363375377747964,0,1,1,12,20,Nearest station 5-10 miles away,Second-nearest station 20-55 miles away
060133553043,not DAC status,7.424050957404524,19.215538498284364,0,1,2,12,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133553044,not DAC status,8.522902371390149,20.33585638048705,0,1,1,12,20,Nearest station 5-10 miles away,Second-nearest station 20-55 miles away
060133553045,not DAC status,9.101664693739103,20.869193534998157,0,1,1,12,20,Nearest station 5-10 miles away,Second-nearest station 20-55 miles away
060133553061,not DAC status,NA,NA,NA,NA,NA,NA,20,Nearest station 5-10 miles away,Second-nearest station 20-55 miles away
060133553062,not DAC status,7.545699093884704,19.336364805828424,0,1,2,12,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133553063,not DAC status,8.596751511130305,20.3628822732882,0,1,1,12,20,Nearest station 5-10 miles away,Second-nearest station 20-55 miles away
060133553064,not DAC status,8.89836842655319,20.664499188711087,0,1,1,12,20,Nearest station 5-10 miles away,Second-nearest station 20-55 miles away
060133553065,not DAC status,9.535522133316643,21.301652895474536,0,1,1,12,20,Nearest station 5-10 miles away,Second-nearest station 20-55 miles away
060133560011,not DAC status,13.128211209555909,16.74970817472183,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133560012,not DAC status,13.30047489114795,16.92197185631387,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133560013,not DAC status,10.485589113647181,19.585724812627188,0,0,2,10,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133560021,not DAC status,15.24483377264244,17.82154401940693,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133560022,not DAC status,7.087366937053618,21.704023082737926,0,1,1,12,20,Nearest station 5-10 miles away,Second-nearest station 20-55 miles away
060133560023,not DAC status,15.10502603636262,17.69499809226511,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133560024,not DAC status,11.372581099226569,15.520252364131405,0,0,3,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133570001,not DAC status,11.369816047137697,18.701497879136674,0,0,2,10,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133570002,not DAC status,10.215766491313934,22.58138260975299,0,0,1,10,20,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133570003,not DAC status,12.720741615692043,20.07640748537488,0,0,1,10,20,Nearest station 10-20 miles away,Second-nearest station 20-55 miles away
060133580001,80-85%,13.700883318266962,16.49249898276214,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133580002,80-85%,14.100992467753946,16.892608132249123,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133580003,80-85%,13.924763915281886,16.716379579777065,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133580004,80-85%,14.134983938822495,16.926599603317673,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133580005,80-85%,13.364392136842287,18.31722523835446,0,0,2,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133591021,not DAC status,13.93337592071539,15.439413834936818,0,0,4,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133591022,not DAC status,13.450974629985708,15.544695532938066,0,0,4,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133591023,not DAC status,14.097006949366959,15.964032088278643,0,0,4,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133591031,not DAC status,14.449937733603491,15.049286795746806,0,0,3,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133591032,not DAC status,14.125727319807607,14.819858647035984,0,0,3,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133591033,not DAC status,13.710541738915024,15.329779692343669,0,0,3,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133591041,not DAC status,14.59569274061019,15.083778859588056,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133591051,not DAC status,14.470893065753115,15.551455346140651,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133592021,not DAC status,13.9445090621708,15.088515539046472,0,0,3,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133592022,not DAC status,13.784475516054597,15.94732829571191,0,0,3,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133592023,not DAC status,15.150077651937266,15.409175715224707,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133592031,not DAC status,14.523378103483322,16.487688183499554,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133592032,not DAC status,12.862218640452214,18.45167115431302,0,0,2,10,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133592033,not DAC status,14.262165363131583,17.043967494156934,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133592034,not DAC status,13.564878333433033,16.590641608213275,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133592035,not DAC status,13.336644502587262,16.3624077773675,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133592041,not DAC status,15.035570314304888,17.196163167501997,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133592042,not DAC status,13.990900340146784,15.941887852759594,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133592043,not DAC status,14.376887591515882,16.327875104128694,0,0,3,11,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133601011,not DAC status,12.702709608844046,14.796430511796405,0,0,5,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133601012,not DAC status,12.768630006853996,14.862350909806356,0,0,5,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133601013,not DAC status,14.103025459041215,15.26202300173304,0,0,3,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133601021,not DAC status,13.40668379923379,15.500404702186149,0,0,3,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133601022,not DAC status,14.132112331974994,16.053676837516054,0,0,3,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133601023,not DAC status,12.924806944292156,15.018527847244515,0,0,4,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133602001,not DAC status,11.8328213662007,13.926542269153058,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133602002,not DAC status,11.391900968190749,13.48562187114311,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133602003,not DAC status,12.097322215252985,14.191043118205346,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133610001,not DAC status,11.427208595086435,13.520929498038797,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133610002,not DAC status,8.334985117766958,10.428706020719316,0,1,5,14,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133610003,not DAC status,13.549751888517436,14.555823414568462,0,0,3,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133620001,not DAC status,9.012707463617861,11.10642836657022,0,1,5,14,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133620002,not DAC status,8.570681635179895,10.664402538132252,0,1,5,14,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133620003,not DAC status,8.95687566503064,11.050596567982998,0,1,5,14,20,Nearest station 5-10 miles away,Second-nearest station 10-20 miles away
060133630001,not DAC status,11.088418381126072,13.182139284078433,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133630002,not DAC status,11.956243603167072,14.04996450611943,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133630003,not DAC status,11.850950232438962,13.944671135391319,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133630004,not DAC status,12.423441101975655,14.517162004928013,0,0,5,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133640021,75-80%,13.461736995644632,15.55545789859699,0,0,4,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133640022,75-80%,13.384802538623154,15.478523441575511,0,0,4,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133640023,75-80%,13.614892687990077,15.708613590942434,0,0,4,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133650021,90-95%,11.874371122898397,13.968092025850762,0,0,4,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133650022,90-95%,10.997746967029697,13.091467869982056,0,0,4,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133650023,90-95%,12.548123687965225,14.641844590917582,0,0,4,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133650031,not DAC status,11.804170653970282,13.897891556922639,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133650032,not DAC status,12.547579307536342,14.6413002104887,0,0,5,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133650033,not DAC status,12.098245656917019,14.191966559869376,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133660011,not DAC status,12.43968394089725,14.533404843849612,0,0,5,12,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133660012,not DAC status,11.080001778132221,13.173722681084579,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133660013,not DAC status,10.783583184015084,12.877304086967442,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133660021,80-85%,10.37550442388097,12.469225326833328,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
060133660022,80-85%,10.882595229825702,12.97631613277806,0,0,5,13,20,Nearest station 10-20 miles away,Second-nearest station 10-20 miles away
